400	0.019109700	0.002004400	0.086010900
401	0.022788000	0.002386000	0.102740000
402	0.027011000	0.002822000	0.122000000
403	0.031829000	0.003319000	0.144020000
404	0.037278000	0.003880000	0.168990000
405	0.043400000	0.004509000	0.197120000
406	0.050223000	0.005209000	0.228570000
407	0.057764000	0.005985000	0.263470000
408	0.066038000	0.006833000	0.301900000
409	0.075033000	0.007757000	0.343870000
410	0.084736000	0.008756000	0.389366000
411	0.095041000	0.009816000	0.437970000
412	0.105836000	0.010918000	0.489220000
413	0.117066000	0.012058000	0.542900000
414	0.128682000	0.013237000	0.598810000
415	0.140638000	0.014456000	0.656760000
416	0.152893000	0.015717000	0.716580000
417	0.165416000	0.017025000	0.778120000
418	0.178191000	0.018399000	0.841310000
419	0.191214000	0.019848000	0.906110000
420	0.204492000	0.021391000	0.972542000
421	0.217650000	0.022992000	1.038900000
422	0.230267000	0.024598000	1.103100000
423	0.242311000	0.026213000	1.165100000
424	0.253793000	0.027841000	1.224900000
425	0.264737000	0.029497000	1.282500000
426	0.275195000	0.031195000	1.338200000
427	0.285301000	0.032927000	1.392600000
428	0.295143000	0.034738000	1.446100000
429	0.304869000	0.036654000	1.499400000
430	0.314679000	0.038676000	1.553480000
431	0.324355000	0.040792000	1.607200000
432	0.333570000	0.042946000	1.658900000
433	0.342243000	0.045114000	1.708200000
434	0.350312000	0.047333000	1.754800000
435	0.357719000	0.049602000	1.798500000
436	0.364482000	0.051934000	1.839200000
437	0.370493000	0.054337000	1.876600000
438	0.375727000	0.056822000	1.910500000
439	0.380158000	0.059399000	1.940800000
440	0.383734000	0.062077000	1.967280000
441	0.386327000	0.064737000	1.989100000
442	0.387858000	0.067285000	2.005700000
443	0.388396000	0.069764000	2.017400000
444	0.387978000	0.072218000	2.024400000
445	0.386726000	0.074704000	2.027300000
446	0.384696000	0.077272000	2.026400000
447	0.382006000	0.079979000	2.022300000
448	0.378709000	0.082874000	2.015300000
449	0.374915000	0.086000000	2.006000000
450	0.370702000	0.089456000	1.994800000
451	0.366089000	0.092947000	1.981400000
452	0.361045000	0.096275000	1.965300000
453	0.355518000	0.099535000	1.946400000
454	0.349486000	0.102829000	1.924800000
455	0.342957000	0.106256000	1.900700000
456	0.335893000	0.109901000	1.874100000
457	0.328284000	0.113835000	1.845100000
458	0.320150000	0.118167000	1.813900000
459	0.311475000	0.122932000	1.780600000
460	0.302273000	0.128201000	1.745370000
461	0.292858000	0.133457000	1.709100000
462	0.283502000	0.138323000	1.672300000
463	0.274044000	0.143042000	1.634700000
464	0.264263000	0.147787000	1.595600000
465	0.254085000	0.152761000	1.554900000
466	0.243392000	0.158102000	1.512200000
467	0.232187000	0.163941000	1.467300000
468	0.220488000	0.170362000	1.419900000
469	0.208198000	0.177425000	1.370000000
470	0.195618000	0.185190000	1.317560000
471	0.183034000	0.193025000	1.262400000
472	0.170222000	0.200313000	1.205000000
473	0.157348000	0.207156000	1.146600000
474	0.144650000	0.213644000	1.088000000
475	0.132349000	0.219940000	1.030200000
476	0.120584000	0.226170000	0.973830000
477	0.109456000	0.232467000	0.919430000
478	0.099042000	0.239025000	0.867460000
479	0.089388000	0.245997000	0.818280000
480	0.080507000	0.253589000	0.772125000
481	0.072034000	0.261876000	0.728290000
482	0.063710000	0.270643000	0.686040000
483	0.055694000	0.279645000	0.645530000
484	0.048117000	0.288694000	0.606850000
485	0.041072000	0.297665000	0.570060000
486	0.034642000	0.306469000	0.535220000
487	0.028896000	0.315035000	0.502340000
488	0.023876000	0.323335000	0.471400000
489	0.019628000	0.331366000	0.442390000
490	0.016172000	0.339133000	0.415254000
491	0.013300000	0.347860000	0.390024000
492	0.010759000	0.358326000	0.366399000
493	0.008542000	0.370001000	0.344015000
494	0.006661000	0.382464000	0.322689000
495	0.005132000	0.395379000	0.302356000
496	0.003982000	0.408482000	0.283036000
497	0.003239000	0.421588000	0.264816000
498	0.002934000	0.434619000	0.247848000
499	0.003114000	0.447601000	0.232318000
500	0.003816000	0.460777000	0.218502000
501	0.005095000	0.474340000	0.205851000
502	0.006936000	0.488200000	0.193596000
503	0.009299000	0.502340000	0.181736000
504	0.012147000	0.516740000	0.170281000
505	0.015444000	0.531360000	0.159249000
506	0.019156000	0.546190000	0.148673000
507	0.023250000	0.561180000	0.138609000
508	0.027690000	0.576290000	0.129096000
509	0.032444000	0.591500000	0.120215000
510	0.037465000	0.606741000	0.112044000
511	0.042956000	0.622150000	0.104710000
512	0.049114000	0.637830000	0.098196000
513	0.055920000	0.653710000	0.092361000
514	0.063349000	0.669680000	0.087088000
